date,CommentCount,ArticleRelevance,ConversationalRelevance,PersonalXP,Readability,Brevity,Recommendation
Feb-12-2015 12:00 PM ,12,35.87869366213375,5.275581413313716,11.438842024672267,35.876993166287,18.749999999999996,65.99886519804538
Feb-12-2015 01:00 PM ,44,31.79347410258962,32.371580241565795,9.629236215370756,45.0300269206875,28.617157490396913,45.127678561645375
Feb-12-2015 02:00 PM ,52,26.31602559677099,31.832574952330802,11.681343683190455,43.218854038899586,30.396803900325025,35.61114337102958
Feb-12-2015 03:00 PM ,160,28.33844402272681,35.43626030207064,8.226992222189665,43.15347380410022,27.27332746478873,17.105717607321225
Feb-12-2015 04:00 PM ,22,26.83154605446958,36.38640516853218,7.2009682761323655,50.517705529095025,38.732394366197184,24.63592596050344
Feb-12-2015 05:00 PM ,42,25.213947166029396,32.97885824068097,6.070969302659189,42.19004230393753,26.37491616364855,17.86404072696548
Feb-12-2015 06:00 PM ,15,28.114961780282908,25.0988749433872,10.593892504961664,35.33788914198936,22.018779342722997,20.22605477586783
Feb-12-2015 07:00 PM ,6,34.24323149718011,49.15919167836273,4.193456845806543,41.04024297646165,24.53051643192488,13.142190886372674
Feb-12-2015 08:00 PM ,21,42.25162805500784,43.53198345515186,11.296507083941592,52.66297863108796,38.19584171696848,19.327385766827
Feb-12-2015 09:00 PM ,1,49.276363160918656,67.9477381137859,18.333333315,33.02961275626423,13.732394366197182,17.431044033971443
Feb-12-2015 10:00 PM ,14,35.89523214929485,33.77118459595733,17.639462037122446,52.326716563618604,37.223340040241446,27.28795456492829
Feb-12-2015 11:00 PM ,13,31.069636178924505,31.718711806065446,7.921249225412084,33.60785000876116,16.41386782231853,31.384649651103043
Feb-13-2015 12:00 AM ,4,29.005108550985007,39.21630359428358,3.758583671241417,49.20273348519361,35.73943661971831,27.74944107616002
Feb-13-2015 01:00 AM ,10,32.33355472865699,30.179794994447967,5.671178107662156,40.387243735763086,26.23239436619719,31.80307703881099
Feb-13-2015 04:00 AM ,2,11.338027223498349,11.998960193913955,11.208636072124698,45.78587699316627,25.352112676056336,33.92769049886477
Feb-13-2015 05:00 AM ,1,41.055991226621664,18.981610241172167,6.666666593333334,37.35763097949885,17.95774647887324,28.42880833861152
Feb-13-2015 08:00 AM ,1,25.657909106837117,45.002483650526116,7.085346026247988,78.35990888382688,72.53521126760563,38.04601360372638
Feb-13-2015 09:00 AM ,2,48.71522885599794,49.525235432919445,2.989130463677536,70.04555808656036,43.30985915492957,17.431044026038233
Feb-13-2015 10:00 AM ,43,27.865137038239673,32.61435025803041,7.840331656500753,45.77528208931501,31.8702915165411,14.506632602167167
Feb-13-2015 11:00 AM ,25,30.770943950990368,33.43083325186497,10.110646543222687,54.66059225512527,39.64788732394366,9.456144005364669
Feb-13-2015 12:00 PM ,73,28.787598974407345,33.15915155626777,9.49927863981579,45.726589072300044,31.50684931506851,7.660661880101342
Feb-13-2015 01:00 PM ,1,17.82938366867777,30.19301591969583,0.0,22.32346241457858,8.450704225352112,0.0
Feb-13-2015 02:00 PM ,31,37.021326843312636,42.116246721652296,4.727872666239869,47.292233081049304,30.577010449795562,10.905026090886055
Feb-13-2015 03:00 PM ,19,35.1166447149388,46.244303938903386,8.806648970140719,47.68013427646563,31.94959229058562,9.106245763216581
Feb-13-2015 04:00 PM ,8,18.48224986755117,26.93128501259169,7.17484853449182,42.93849658314349,29.22535211267605,16.449609423446127
Feb-13-2015 05:00 PM ,12,23.52734286693813,25.412610701272985,9.531056476580057,41.70463173880029,23.356807511737085,9.771310223233355
